X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1800	4.6414e-06	5.91958e-06	2.13801e-06
-19	0	-1800	6.15127e-06	5.97931e-06	1.16815e-06
-18	0	-1800	4.9412e-06	6.83835e-06	1.30983e-06
-17	0	-1800	4.04972e-06	6.51608e-06	1.53244e-06
-16	0	-1800	3.99139e-06	7.20141e-06	2.09921e-06
-15	0	-1800	3.85156e-06	6.53965e-06	1.30003e-06
-14	0	-1800	4.11253e-06	6.82615e-06	7.92115e-07
-13	0	-1800	5.71969e-06	6.75096e-06	1.59451e-06
-12	0	-1800	5.61873e-06	7.5531e-06	2.24661e-06
-11	0	-1800	4.92391e-06	6.82741e-06	1.58386e-06
-10	0	-1800	5.57936e-06	6.1946e-06	1.59863e-06
-9	0	-1800	5.49219e-06	6.81518e-06	1.27359e-06
-8	0	-1800	4.64479e-06	7.12104e-06	2.22978e-06
-7	0	-1800	4.12958e-06	6.66901e-06	1.95572e-06
-6	0	-1800	5.21843e-06	6.11319e-06	1.28328e-06
-5	0	-1800	4.07365e-06	6.62191e-06	1.50939e-06
-4	0	-1800	4.5733e-06	6.24681e-06	2.09392e-06
-3	0	-1800	5.26722e-06	6.56283e-06	2.17406e-06
-2	0	-1800	4.77708e-06	5.83735e-06	1.42124e-06
-1	0	-1800	5.68086e-06	6.47589e-06	2.13787e-06
0	0	-1800	4.2717e-06	7.39441e-06	2.05424e-06
1	0	-1800	4.24389e-06	5.6614e-06	1.50259e-06
2	0	-1800	5.97872e-06	4.30893e-06	1.77098e-06
3	0	-1800	4.06803e-06	5.98887e-06	1.22212e-06
4	0	-1800	5.10323e-06	6.38853e-06	1.37482e-06
5	0	-1800	4.95157e-06	5.4215e-06	1.38178e-06
6	0	-1800	4.13365e-06	6.04785e-06	1.04516e-06
7	0	-1800	4.74924e-06	6.29971e-06	2.77178e-06
8	0	-1800	5.18685e-06	6.61736e-06	2.82249e-06
9	0	-1800	5.31977e-06	7.48219e-06	7.46968e-07
10	0	-1800	5.19392e-06	6.63486e-06	3.25182e-06
11	0	-1800	5.89085e-06	5.73203e-06	1.52213e-06
12	0	-1800	5.71909e-06	5.76149e-06	2.26016e-06
13	0	-1800	4.88693e-06	5.25812e-06	2.00398e-06
14	0	-1800	5.28634e-06	5.85688e-06	2.17157e-06
15	0	-1800	5.74414e-06	6.65142e-06	1.4852e-06
