X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1800	6.27614e-06	5.39795e-06	1.88566e-06
-19	0	-1800	5.25141e-06	4.79104e-06	3.08513e-06
-18	0	-1800	3.68234e-06	5.56329e-06	1.96008e-06
-17	0	-1800	4.18599e-06	4.73737e-06	3.056e-06
-16	0	-1800	4.97697e-06	5.51038e-06	1.9234e-06
-15	0	-1800	4.97008e-06	5.82041e-06	2.11247e-06
-14	0	-1800	4.35612e-06	5.21153e-06	2.27707e-06
-13	0	-1800	4.92151e-06	5.76675e-06	2.21853e-06
-12	0	-1800	3.8897e-06	5.02967e-06	2.50656e-06
-11	0	-1800	4.06282e-06	5.86668e-06	2.65328e-06
-10	0	-1800	3.59332e-06	4.5314e-06	1.32247e-06
-9	0	-1800	4.14033e-06	5.08714e-06	2.56095e-06
-8	0	-1800	4.34421e-06	6.10662e-06	1.4245e-06
-7	0	-1800	4.44304e-06	5.1116e-06	2.01316e-06
-6	0	-1800	4.53083e-06	5.94803e-06	1.74321e-06
-5	0	-1800	3.89148e-06	5.51441e-06	3.14876e-06
-4	0	-1800	4.51503e-06	4.64247e-06	3.19172e-06
-3	0	-1800	4.98387e-06	6.31092e-06	1.56419e-06
-2	0	-1800	4.19014e-06	5.16955e-06	3.09178e-06
-1	0	-1800	3.45729e-06	5.18183e-06	2.591e-06
0	0	-1800	4.93641e-06	4.84787e-06	2.18195e-06
1	0	-1800	5.16747e-06	6.0591e-06	2.16871e-06
2	0	-1800	6.00935e-06	4.90098e-06	2.39807e-06
3	0	-1800	5.01648e-06	4.69082e-06	2.34177e-06
4	0	-1800	5.26689e-06	5.40534e-06	2.63669e-06
5	0	-1800	4.74056e-06	4.64473e-06	2.51322e-06
6	0	-1800	4.74169e-06	5.65045e-06	2.90662e-06
7	0	-1800	5.31733e-06	5.21752e-06	3.2577e-06
8	0	-1800	5.96665e-06	4.68877e-06	3.24497e-06
9	0	-1800	6.23597e-06	4.43862e-06	3.15223e-06
10	0	-1800	5.26522e-06	4.92992e-06	1.93328e-06
11	0	-1800	4.84296e-06	4.09887e-06	2.28532e-06
12	0	-1800	4.32469e-06	6.05524e-06	2.78783e-06
13	0	-1800	4.21255e-06	5.40544e-06	2.43396e-06
14	0	-1800	4.6962e-06	4.83716e-06	3.20042e-06
15	0	-1800	4.28881e-06	5.0482e-06	3.66038e-06
16	0	-1800	4.08885e-06	4.9354e-06	1.29255e-06
17	0	-1800	5.47602e-06	4.24037e-06	1.87121e-06
18	0	-1800	6.27074e-06	5.62054e-06	5.93742e-07
19	0	-1800	4.76089e-06	5.84832e-06	2.24924e-06
20	0	-1800	5.7693e-06	5.77338e-06	3.06281e-06
-20	0	-1798	5.44389e-06	4.83602e-06	1.99165e-06
-19	0	-1798	5.14834e-06	4.6554e-06	2.26304e-06
-18	0	-1798	4.3453e-06	5.27576e-06	2.70657e-06
-17	0	-1798	4.38714e-06	4.93584e-06	2.61707e-06
-16	0	-1798	5.24481e-06	4.3199e-06	2.15816e-06
-15	0	-1798	4.6433e-06	5.64411e-06	2.71135e-06
-14	0	-1798	5.04553e-06	5.28132e-06	2.36039e-06
-13	0	-1798	5.2176e-06	5.60923e-06	2.55572e-06
-12	0	-1798	3.77241e-06	5.25849e-06	1.81912e-06
-11	0	-1798	4.55958e-06	5.52157e-06	2.17844e-06
-10	0	-1798	3.74951e-06	4.85496e-06	1.73052e-06
-9	0	-1798	4.03403e-06	4.94805e-06	2.7381e-06
-8	0	-1798	4.50246e-06	5.50907e-06	1.62638e-06
-7	0	-1798	4.12001e-06	5.31078e-06	1.86664e-06
-6	0	-1798	3.76188e-06	5.97223e-06	1.40545e-06
-5	0	-1798	4.37576e-06	5.73262e-06	3.3659e-06
-4	0	-1798	4.13764e-06	4.74255e-06	3.22328e-06
-3	0	-1798	4.46987e-06	6.41675e-06	2.22036e-06
-2	0	-1798	4.60976e-06	6.0378e-06	3.63347e-06
-1	0	-1798	3.90652e-06	5.4104e-06	2.51119e-06
0	0	-1798	5.13417e-06	5.38177e-06	2.41579e-06
1	0	-1798	5.09569e-06	5.8317e-06	2.18828e-06
2	0	-1798	5.8545e-06	5.29857e-06	2.66348e-06
3	0	-1798	5.75433e-06	4.59049e-06	2.84591e-06
4	0	-1798	5.1911e-06	5.27613e-06	3.12339e-06
5	0	-1798	4.71161e-06	4.64976e-06	2.42447e-06
6	0	-1798	5.33824e-06	5.63849e-06	2.36502e-06
7	0	-1798	5.24022e-06	4.49624e-06	2.85528e-06
8	0	-1798	6.08619e-06	4.30894e-06	2.94874e-06
9	0	-1798	6.0395e-06	4.46252e-06	3.87319e-06
10	0	-1798	4.67983e-06	4.83092e-06	2.45687e-06
11	0	-1798	4.7551e-06	3.88834e-06	2.32381e-06
12	0	-1798	4.66083e-06	5.70893e-06	2.58031e-06
13	0	-1798	4.39201e-06	5.30441e-06	2.21251e-06
14	0	-1798	5.06189e-06	4.36658e-06	3.29509e-06
15	0	-1798	3.95711e-06	4.82439e-06	2.82405e-06
16	0	-1798	4.66825e-06	5.46325e-06	2.73978e-06
17	0	-1798	4.76934e-06	4.24462e-06	2.13257e-06
18	0	-1798	6.12061e-06	5.01796e-06	1.67402e-06
19	0	-1798	5.12531e-06	5.83855e-06	1.86143e-06
20	0	-1798	5.585e-06	5.40982e-06	3.01731e-06
-20	0	-1796	5.68122e-06	4.84819e-06	2.30798e-06
-19	0	-1796	4.27864e-06	4.78275e-06	2.34294e-06
-18	0	-1796	4.35751e-06	5.15316e-06	2.9481e-06
-17	0	-1796	4.70413e-06	5.21661e-06	2.36504e-06
-16	0	-1796	5.06818e-06	4.70144e-06	2.35211e-06
-15	0	-1796	4.68444e-06	5.77336e-06	2.55686e-06
-14	0	-1796	5.30866e-06	5.59162e-06	2.7933e-06
-13	0	-1796	5.33272e-06	5.61585e-06	2.549e-06
-12	0	-1796	4.04764e-06	5.14692e-06	1.7341e-06
-11	0	-1796	4.46949e-06	5.26404e-06	2.8674e-06
-10	0	-1796	3.15659e-06	4.62482e-06	2.0256e-06
-9	0	-1796	4.13006e-06	4.42635e-06	2.25954e-06
-8	0	-1796	4.46393e-06	5.47486e-06	1.07169e-06
-7	0	-1796	3.83165e-06	5.46851e-06	1.93484e-06
-6	0	-1796	3.93869e-06	5.42124e-06	1.35147e-06
-5	0	-1796	4.49087e-06	5.37051e-06	3.30751e-06
-4	0	-1796	4.42987e-06	5.16468e-06	2.91096e-06
-3	0	-1796	4.78489e-06	6.4772e-06	2.31083e-06
-2	0	-1796	4.38022e-06	6.20758e-06	3.35904e-06
-1	0	-1796	4.201e-06	5.40422e-06	2.57724e-06
0	0	-1796	5.35025e-06	5.26891e-06	2.50946e-06
1	0	-1796	5.36718e-06	5.65177e-06	2.34776e-06
2	0	-1796	5.55519e-06	5.48704e-06	3.238e-06
3	0	-1796	6.00546e-06	4.95345e-06	2.74838e-06
4	0	-1796	5.31435e-06	5.2872e-06	2.57325e-06
5	0	-1796	4.37647e-06	4.73622e-06	2.68054e-06
6	0	-1796	5.59924e-06	5.85623e-06	2.34415e-06
7	0	-1796	5.58012e-06	4.66635e-06	2.63715e-06
8	0	-1796	6.00603e-06	4.50892e-06	2.7365e-06
9	0	-1796	6.24792e-06	4.48559e-06	3.42636e-06
10	0	-1796	4.87899e-06	4.78918e-06	2.55504e-06
11	0	-1796	4.85657e-06	3.82917e-06	2.46675e-06
12	0	-1796	4.76424e-06	5.49763e-06	2.74999e-06
13	0	-1796	4.20429e-06	5.4861e-06	2.22045e-06
14	0	-1796	5.27832e-06	4.97743e-06	3.95123e-06
15	0	-1796	3.85557e-06	4.91253e-06	3.15335e-06
16	0	-1796	5.17734e-06	5.63333e-06	2.98271e-06
17	0	-1796	4.80217e-06	4.58366e-06	2.66693e-06
18	0	-1796	5.86496e-06	4.61958e-06	1.96472e-06
19	0	-1796	5.44977e-06	5.33993e-06	1.78482e-06
20	0	-1796	5.34439e-06	5.38768e-06	2.54556e-06
-20	0	-1794	5.47101e-06	5.11204e-06	2.37583e-06
-19	0	-1794	4.05857e-06	4.94839e-06	2.70711e-06
-18	0	-1794	4.7168e-06	5.13411e-06	2.56631e-06
-17	0	-1794	4.6299e-06	5.36933e-06	2.46377e-06
-16	0	-1794	5.31097e-06	5.07181e-06	2.94745e-06
-15	0	-1794	4.52801e-06	5.94374e-06	2.75694e-06
-14	0	-1794	5.5844e-06	5.69838e-06	2.71124e-06
-13	0	-1794	5.0976e-06	5.61508e-06	2.45422e-06
-12	0	-1794	4.41399e-06	5.38632e-06	1.91619e-06
-11	0	-1794	4.76488e-06	5.37544e-06	2.97439e-06
-10	0	-1794	3.2175e-06	4.88865e-06	1.67686e-06
-9	0	-1794	4.38184e-06	4.53114e-06	2.38666e-06
-8	0	-1794	4.43922e-06	5.5559e-06	1.15592e-06
-7	0	-1794	4.34141e-06	5.59068e-06	1.77547e-06
-6	0	-1794	3.95121e-06	5.38079e-06	1.61861e-06
-5	0	-1794	4.2754e-06	5.23395e-06	3.54997e-06
-4	0	-1794	4.79535e-06	5.67493e-06	3.36644e-06
-3	0	-1794	4.46011e-06	6.15429e-06	2.22982e-06
-2	0	-1794	4.52761e-06	5.6135e-06	3.66256e-06
-1	0	-1794	4.25402e-06	5.06543e-06	2.32168e-06
0	0	-1794	5.52955e-06	5.46978e-06	2.30926e-06
1	0	-1794	5.25428e-06	5.19252e-06	2.33614e-06
2	0	-1794	5.8383e-06	5.136e-06	2.77462e-06
3	0	-1794	5.41198e-06	4.86101e-06	2.73737e-06
4	0	-1794	5.40397e-06	5.03572e-06	2.19065e-06
5	0	-1794	4.31484e-06	5.10654e-06	2.8821e-06
6	0	-1794	5.54113e-06	5.67447e-06	2.67517e-06
7	0	-1794	5.73997e-06	5.13087e-06	2.61457e-06
8	0	-1794	5.5807e-06	4.78988e-06	3.02137e-06
9	0	-1794	6.12161e-06	4.56163e-06	2.91094e-06
10	0	-1794	5.03675e-06	4.39064e-06	3.0041e-06
11	0	-1794	4.82786e-06	3.70585e-06	2.90048e-06
12	0	-1794	4.67291e-06	5.43368e-06	2.37934e-06
13	0	-1794	4.04661e-06	5.42184e-06	1.79091e-06
14	0	-1794	5.13006e-06	5.09538e-06	4.12514e-06
15	0	-1794	4.33099e-06	5.00009e-06	3.30904e-06
16	0	-1794	4.89664e-06	5.18173e-06	2.81193e-06
17	0	-1794	4.88031e-06	4.55574e-06	2.57088e-06
18	0	-1794	5.7793e-06	4.75405e-06	1.30604e-06
19	0	-1794	5.2083e-06	5.48053e-06	1.64924e-06
20	0	-1794	5.35199e-06	5.11121e-06	2.67371e-06
-20	0	-1792	5.15115e-06	5.26431e-06	2.2946e-06
-19	0	-1792	4.27151e-06	4.82423e-06	2.42587e-06
-18	0	-1792	4.80325e-06	5.62118e-06	2.38231e-06
-17	0	-1792	4.96119e-06	5.31127e-06	2.65202e-06
-16	0	-1792	5.14225e-06	4.84135e-06	2.91459e-06
-15	0	-1792	5.10958e-06	6.05495e-06	2.58963e-06
-14	0	-1792	4.78479e-06	5.36159e-06	2.55139e-06
-13	0	-1792	4.63623e-06	5.63867e-06	2.42469e-06
-12	0	-1792	4.30393e-06	5.76162e-06	2.12954e-06
-11	0	-1792	4.86608e-06	4.93545e-06	2.47518e-06
-10	0	-1792	3.52702e-06	4.76501e-06	1.6228e-06
-9	0	-1792	4.29055e-06	4.39686e-06	2.27142e-06
-8	0	-1792	4.48826e-06	5.67881e-06	1.34856e-06
-7	0	-1792	4.2277e-06	5.44002e-06	2.04179e-06
-6	0	-1792	3.4765e-06	5.64413e-06	1.53835e-06
-5	0	-1792	4.77018e-06	5.54586e-06	3.20984e-06
-4	0	-1792	5.00367e-06	5.48048e-06	2.83233e-06
-3	0	-1792	4.6887e-06	5.96559e-06	2.25027e-06
-2	0	-1792	4.55049e-06	5.65181e-06	3.47813e-06
-1	0	-1792	4.3507e-06	4.71857e-06	2.0498e-06
0	0	-1792	4.70152e-06	5.2046e-06	1.97926e-06
1	0	-1792	5.4857e-06	5.6158e-06	2.31643e-06
2	0	-1792	5.50114e-06	5.15865e-06	2.60883e-06
3	0	-1792	5.12415e-06	4.59596e-06	2.52373e-06
4	0	-1792	5.22565e-06	4.77788e-06	2.43917e-06
5	0	-1792	4.35894e-06	4.95378e-06	2.89861e-06
6	0	-1792	5.55538e-06	5.50395e-06	2.75115e-06
7	0	-1792	5.08205e-06	4.96598e-06	2.85745e-06
8	0	-1792	5.81494e-06	4.70271e-06	3.00799e-06
9	0	-1792	5.5914e-06	4.78478e-06	2.87765e-06
10	0	-1792	4.84503e-06	4.25636e-06	2.92522e-06
11	0	-1792	4.98004e-06	3.74166e-06	3.14288e-06
12	0	-1792	4.53993e-06	5.65673e-06	2.48449e-06
13	0	-1792	4.03697e-06	5.22781e-06	1.97882e-06
14	0	-1792	5.22397e-06	4.67848e-06	3.73312e-06
15	0	-1792	4.54909e-06	5.18281e-06	2.85334e-06
