X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
----------------------------------------------------------------------------------------------------------------------------------------------------------------
-20	0	-1800	4.68221e-06	3.67714e-06	3.67837e-06
-19	0	-1800	5.19842e-06	3.50248e-06	3.90871e-06
-18	0	-1800	4.74829e-06	5.04244e-06	3.24476e-06
-17	0	-1800	5.46473e-06	5.92393e-06	2.89874e-06
-16	0	-1800	5.3057e-06	4.72097e-06	2.82304e-06
-15	0	-1800	4.58288e-06	4.37364e-06	3.44306e-06
-14	0	-1800	4.22863e-06	2.90348e-06	1.96112e-06
-13	0	-1800	3.91351e-06	3.40157e-06	2.93741e-06
-12	0	-1800	4.51362e-06	4.16286e-06	1.96606e-06
-11	0	-1800	3.56871e-06	5.22703e-06	1.58571e-06
-10	0	-1800	3.15781e-06	3.05039e-06	2.0174e-06
-9	0	-1800	5.51701e-06	5.4446e-06	2.04726e-06
-8	0	-1800	4.89802e-06	4.31047e-06	2.49745e-06
-7	0	-1800	4.64677e-06	3.96491e-06	2.51652e-06
-6	0	-1800	4.51793e-06	3.98689e-06	1.91645e-06
-5	0	-1800	4.96028e-06	3.69975e-06	2.66169e-06
-4	0	-1800	4.01718e-06	4.0051e-06	2.39735e-06
-3	0	-1800	3.96392e-06	4.52585e-06	1.32812e-06
-2	0	-1800	4.61227e-06	3.34976e-06	2.32431e-06
-1	0	-1800	4.64952e-06	4.87755e-06	2.18289e-06
0	0	-1800	5.07668e-06	3.91833e-06	2.1223e-06
1	0	-1800	5.9512e-06	5.11753e-06	2.94793e-06
2	0	-1800	4.53958e-06	5.27456e-06	1.97463e-06
3	0	-1800	4.93226e-06	4.13954e-06	3.38e-06
4	0	-1800	5.99864e-06	3.79445e-06	2.0847e-06
5	0	-1800	5.88878e-06	4.09906e-06	1.27986e-06
6	0	-1800	4.8696e-06	4.48492e-06	1.38162e-06
7	0	-1800	5.15693e-06	4.54896e-06	1.5289e-06
8	0	-1800	6.43113e-06	5.19435e-06	1.75899e-06
9	0	-1800	5.99726e-06	4.74318e-06	1.88918e-06
10	0	-1800	5.73475e-06	4.04621e-06	5.4209e-07
11	0	-1800	5.20898e-06	5.49225e-06	1.80389e-06
12	0	-1800	6.28618e-06	5.00662e-06	2.71296e-06
13	0	-1800	5.82828e-06	4.77183e-06	1.89529e-06
14	0	-1800	5.99345e-06	5.09974e-06	2.91106e-06
15	0	-1800	5.97738e-06	4.49599e-06	1.54057e-06
16	0	-1800	5.60042e-06	3.44293e-06	1.00933e-06
17	0	-1800	3.97627e-06	5.36872e-06	1.42803e-06
18	0	-1800	4.31219e-06	3.73093e-06	2.72768e-06
19	0	-1800	5.18875e-06	4.14034e-06	1.91138e-06
20	0	-1800	5.17461e-06	4.57313e-06	1.50665e-06
-20	0	-1798	5.46824e-06	3.5251e-06	3.76059e-06
-19	0	-1798	4.88257e-06	4.08129e-06	3.21411e-06
-18	0	-1798	4.24122e-06	4.66614e-06	3.50166e-06
-17	0	-1798	5.08073e-06	5.05945e-06	2.48824e-06
-16	0	-1798	5.51641e-06	4.74438e-06	3.15716e-06
-15	0	-1798	4.31293e-06	4.00468e-06	3.05194e-06
-14	0	-1798	4.07303e-06	3.22069e-06	2.43526e-06
-13	0	-1798	4.20043e-06	3.51229e-06	2.92672e-06
-12	0	-1798	4.8747e-06	3.99294e-06	2.57011e-06
-11	0	-1798	3.20933e-06	5.02863e-06	1.68538e-06
-10	0	-1798	3.87508e-06	3.6181e-06	2.22038e-06
-9	0	-1798	4.95439e-06	4.73619e-06	2.30038e-06
-8	0	-1798	5.05947e-06	4.3973e-06	2.53967e-06
-7	0	-1798	4.73122e-06	3.8047e-06	2.47396e-06
-6	0	-1798	4.03457e-06	3.97473e-06	2.1597e-06
-5	0	-1798	5.08191e-06	4.21008e-06	2.05346e-06
-4	0	-1798	3.86354e-06	4.61351e-06	1.89274e-06
-3	0	-1798	4.1863e-06	4.26148e-06	1.20614e-06
-2	0	-1798	4.11918e-06	3.63017e-06	2.26176e-06
-1	0	-1798	4.58878e-06	4.42002e-06	1.63487e-06
0	0	-1798	5.44786e-06	4.53227e-06	2.08925e-06
1	0	-1798	5.68281e-06	4.02119e-06	2.57111e-06
2	0	-1798	4.55799e-06	4.99451e-06	1.91125e-06
3	0	-1798	4.85554e-06	4.52083e-06	2.63026e-06
4	0	-1798	5.53751e-06	3.84684e-06	2.02605e-06
5	0	-1798	5.03658e-06	3.90533e-06	1.5274e-06
6	0	-1798	4.40163e-06	4.34916e-06	1.43857e-06
7	0	-1798	5.14978e-06	4.5554e-06	1.24954e-06
8	0	-1798	6.14745e-06	5.28166e-06	2.59988e-06
9	0	-1798	5.48754e-06	4.12614e-06	1.77449e-06
10	0	-1798	5.24467e-06	4.27355e-06	1.02698e-06
11	0	-1798	4.93864e-06	4.94063e-06	1.15352e-06
12	0	-1798	6.34864e-06	5.11752e-06	1.73238e-06
13	0	-1798	6.05044e-06	4.50822e-06	1.71407e-06
14	0	-1798	5.95451e-06	4.638e-06	1.93545e-06
